20160508;bos;nyy;-4.64;-1.21;0.56;3.02;-0.5;32.34;25.68;-1;
20160508;nym;sdg;-0.0899997;-0.28;0.0699997;-1.57;0.14;34;29.68;-1;
20160508;col;sfo;3.43;1.81;0.19;0.13;-0.25;8;40.68;-1;
20160508;chw;min;-0.34;-2.8;-0.91;1.64;-0.18;38.68;10.34;1;
20160508;pit;stl;1.3;-0.52;0.19;0.52;0.09;27.34;37.34;-1;
20160508;hou;sea;2.56;-0.02;0.15;0.94;0.51;27.34;38;1;
20160508;bal;oak;-1.59;-1.8;0.32;1.43;-0.2;32;28.68;1;
20160508;ari;atl;-4.91;-7.61;-1.35;-4.17;-1.37;36.68;3.68;-1;
20160508;lad;tor;1.69;-0.00999999;-0.46;-0.89;0.24;27;30.68;-1;
20160508;tex;det;-2.89;-0.04;0.3;-3.94;-0.0700001;35;34.68;-1;
20160508;chc;was;-1.51;-0.0900002;-0.61;-0.24;-0.43;43;38.34;1;
20160508;cle;kan;0;0.83;0.4;-1.45;-0.2;23;37.34;1;
20160508;phi;mia;0.23;-2.5;-3.04;8.55;-0.25;40;13.34;-1;
20160508;mil;cin;4.5;-0.66;-1.23;-1.5;-0.17;6;6;-1;
20160509;mia;mil;-3.22;-2.88;-2.28;7.16;-0.59;33.68;30;1;
20160509;tor;sfo;-6.18;-1.63;-1.65;0.22;-0.73;38.34;29;-1;
20160509;was;det;-3.51;-3.31;-2.09;0.389999;-0.66;42;30.68;1;
20160509;hou;cle;2;2.39;0.37;-1.84;0.45;33.68;43;1;
20160509;sea;tam;-2.74;-0.0700002;0.73;-2.05;0.04;36.68;36.34;1;
20160509;nym;lad;-2.85;-2.72;-1.47;0.89;-0.17;28.68;31.68;-1;
20160509;ari;col;8.23;4.52;2.26;-2.3;1.42;4.34;37.68;-1;
20160509;chw;tex;5.12;-0.95;-0.25;3.74;1.1;5.34;38;-1;
20160509;cin;pit;-2.38;-0.56;-0.0599999;0.96;-0.56;30.34;33.34;1;
20160509;bos;oak;0.87;0.43;1.09;-1.66;-0.0300001;34.68;35.34;1;
20160509;nyy;kan;-0.62;-2.09;-1.15;-4.3;-0.24;14;29.68;1;
20160510;cle;hou;3.68;1.98;0.48;1.4;0.34;21;24.68;-1;
20160510;tor;sfo;-5.34;-1.19;-0.59;-0.43;-0.53;39.68;31;-1;
20160510;ari;col;0.17;1.52;0.59;2.3;-0.1;29.34;20.34;-1;
20160510;stl;laa;2.45;0.64;-0.19;-1.88;0.12;34.34;37.68;-1;
20160510;lad;nym;3.19;1.33;0.0900002;1.29;0.24;33;22.68;1;
20160510;phi;atl;2.76;-0.82;-0.68;2.79;0.66;9;33.34;-1;
20160510;bal;min;-5.33;-2.73;0.0599999;-5.91;-1.03;19;9.34;-1;
20160510;sea;tam;2.02;0.99;0.62;-4.03;0.54;38;39.68;1;
20160510;det;was;5.07;1.95;-0.52;1.94;1.01;10;29.34;-1;
20160510;chc;sdg;0.48;-1.09;-1.61;1.94;-0.3;40;16.34;1;
20160510;bos;oak;1.8;-4.6;-0.33;0.9;0.4;1;10;1;
20160510;mil;mia;3.92;1.46;1.22;-3.41;0.86;19.34;32.34;-1;
20160510;nyy;kan;-4.56;-2.34;-2.38;0.76;-0.92;39.34;22.34;1;
20160510;tex;chw;1.04;0.19;1.86;-3.88;0;31.68;33;1;
20160511;was;det;3.5;1.69;-0.68;4.14;0.23;43;41;1;
20160511;mia;mil;-1.78;-2.17;-0.82;-1.17;-0.56;36.68;29.34;1;
20160511;sdg;chc;-1.9;-0.36;0.47;1.92;0;34;40.34;-1;
20160511;stl;laa;-6.1;-4.25;-2.05;2.42;-0.9;38.34;20.68;-1;
